,cod_cliente,primeiro_nome_x,ultimo_nome_x,email_x,tipo_cliente,data_inclusao,cpfcnpj,data_nascimento_x,endereco_x,cep_x,cod_proposta,cod_colaborador,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,primeiro_nome_y,ultimo_nome_y,email_y,cpf,data_nascimento_y,endereco_y,cep_y,cod_agencia,nome,endereco,cidade,uf,data_abertura,tipo_agencia
1326,927,Catarina,Moreira,usales@example.com,PF,2011-08-15 14:48:00 UTC,356.841.972-64,1957-05-26,"Vereda Nogueira, 258 Alta Tensão 1ª Seção 70468-406 Moura do Norte / AM",29576719,1295.0,50.0,2022-01-28 10:40:18 UTC,0.0123,157633.9506389586,199276.92,41642.9693610414,2600.1430774528067,112.0,3.0,Validação documentos,João Pedro,Ramos,barbara58@example.com,814.096.532-42,1970-04-09,"Fazenda de Pinto, 27 Pirineus 57057184 da Paz / MS",36777-821,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1328,11,Esther,Peixoto,mnogueira@example.net,PF,2010-11-12 16:37:00 UTC,092.745.618-49,1975-11-22,"Pátio Vitor Nogueira, 3 Vila Copacabana 34500762 Cardoso de da Costa / SE",60976-701,1166.0,73.0,2021-08-24 19:21:46 UTC,0.0135,129204.20899144773,155483.49,26279.281008552272,2434.4442591216007,94.0,0.0,Enviada,Lucas Gabriel,da Costa,sophie99@example.net,749.536.012-70,1977-03-08,"Conjunto Melo, 64 Vila Nova Gameleira 3ª Seção 99419458 Duarte Alegre / AC",80265890,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
1329,11,Esther,Peixoto,mnogueira@example.net,PF,2010-11-12 16:37:00 UTC,092.745.618-49,1975-11-22,"Pátio Vitor Nogueira, 3 Vila Copacabana 34500762 Cardoso de da Costa / SE",60976-701,73.0,86.0,2013-08-01 11:26:43 UTC,0.0164,116948.6079171091,159991.26,43042.65208289092,8369.592496625159,16.0,3.0,Aprovada,Eduarda,Jesus,zmelo@example.com,260.431.897-04,1983-10-28,"Vale de Ribeiro, 6 Vera Cruz 77263-255 Lopes Verde / MS",53119-377,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
1330,11,Esther,Peixoto,mnogueira@example.net,PF,2010-11-12 16:37:00 UTC,092.745.618-49,1975-11-22,"Pátio Vitor Nogueira, 3 Vila Copacabana 34500762 Cardoso de da Costa / SE",60976-701,129.0,95.0,2018-12-28 00:39:46 UTC,0.0148,112189.29835950903,224260.72,112071.42164049095,2103.6470481921683,106.0,5.0,Em análise,Juliana,Cavalcanti,gomesmanuela@example.org,309.764.251-06,1982-05-18,Trevo de Duarte Nossa Senhora Do Rosário 41440886 Rezende / MS,52427-851,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1331,15,Francisco,Peixoto,gabriela62@example.net,PF,2022-09-11 15:51:00 UTC,451.732.069-34,1942-11-18,"Praia Juan Moura, 27 Copacabana 41892762 Pinto da Serra / ES",58257-173,1616.0,32.0,2016-11-22 03:43:25 UTC,0.0225,3962.7425689358793,4673.56,710.8174310641211,248.23440043864073,20.0,4.0,Enviada,Vitor Hugo,Dias,aragaonicolas@example.net,936.172.548-37,1986-12-18,Área Sophie Moreira Maria Virgínia 71941-111 Souza do Campo / RJ,08955-215,4.0,Agência Osasco,"Av. Antônio Carlos Costa, 1000 - Bela Vista, Osasco - SP, 06053-014",Osasco,SP,2013-11-06,Física
1332,15,Francisco,Peixoto,gabriela62@example.net,PF,2022-09-11 15:51:00 UTC,451.732.069-34,1942-11-18,"Praia Juan Moura, 27 Copacabana 41892762 Pinto da Serra / ES",58257-173,1130.0,97.0,2022-07-24 21:05:07 UTC,0.011,30531.58276293402,41233.61,10702.02723706598,489.2889333838018,106.0,3.0,Aprovada,Nicolas,Cardoso,costajoao-miguel@example.net,897.605.341-93,1969-04-22,"Vereda Freitas, 46 Minas Brasil 80891-631 da Mata / CE",21980-775,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1333,15,Francisco,Peixoto,gabriela62@example.net,PF,2022-09-11 15:51:00 UTC,451.732.069-34,1942-11-18,"Praia Juan Moura, 27 Copacabana 41892762 Pinto da Serra / ES",58257-173,1190.0,86.0,2014-07-23 11:54:56 UTC,0.0163,38683.035302739605,69288.88,30605.844697260403,1005.5717661933132,61.0,2.0,Validação documentos,Eduarda,Jesus,zmelo@example.com,260.431.897-04,1983-10-28,"Vale de Ribeiro, 6 Vera Cruz 77263-255 Lopes Verde / MS",53119-377,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
1334,238,Leonardo,Peixoto,catarinaaraujo@example.net,PF,2019-03-08 16:08:00 UTC,231.680.457-80,1963-01-29,"Recanto de Costa, 400 Ventosa 02897-918 Lopes do Galho / RR",54957-836,61.0,71.0,2011-01-22 10:48:40 UTC,0.0216,2757.1130748087858,4921.74,2164.626925191214,99.08320718399366,43.0,3.0,Em análise,Gabriela,Cardoso,arthur02@example.net,385.049.162-51,1967-07-13,"Colônia Thomas Viana, 918 Marajó 70771-248 Duarte / RJ",08566439,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1336,309,Pedro Lucas,Peixoto,pnascimento@example.org,PF,2015-07-15 11:21:00 UTC,281.049.673-04,1966-09-14,"Avenida da Rocha, 3 Betânia 96725-893 Pires / PB",00803602,1635.0,45.0,2016-01-01 02:48:16 UTC,0.0174,124807.58701471894,156702.31,31894.722985281063,2767.8286238223736,89.0,1.0,Enviada,Laura,Cunha,lviana@example.org,217.583.096-95,1977-02-07,"Lagoa Benício Moura, 5 Vila Paraíso 50235854 da Conceição / RJ",19415-341,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1337,309,Pedro Lucas,Peixoto,pnascimento@example.org,PF,2015-07-15 11:21:00 UTC,281.049.673-04,1966-09-14,"Avenida da Rocha, 3 Betânia 96725-893 Pires / PB",00803602,1242.0,72.0,2016-07-21 23:37:00 UTC,0.0116,6546.068287415812,10427.0,3880.931712584188,121.53180313136104,85.0,1.0,Enviada,Noah,Barros,martinsmarcos-vinicius@example.net,126.749.853-64,1991-04-25,"Colônia de da Luz, 258 Vila Santo Antônio Barroquinha 53260-352 Farias / MG",57387761,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1338,314,Luana,Peixoto,luiz-miguel20@example.com,PF,2017-02-11 12:07:00 UTC,158.390.764-57,2006-09-08,"Campo Amanda Silveira, 306 Santo Antônio 73540760 Nascimento / RN",34847413,446.0,5.0,2013-06-04 02:53:19 UTC,0.0133,42890.5616299418,78296.2,35405.638370058194,945.3611532765553,70.0,6.0,Validação documentos,Emanuella,Ribeiro,paulo12@example.org,714.695.380-75,1974-06-01,"Parque Lima, 3 Europa 70881-379 Cunha / RS",22588-498,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1339,390,Amanda,Peixoto,leticiacostela@example.com,PF,2018-08-17 15:11:00 UTC,132.069.847-69,1992-10-27,"Recanto Melissa das Neves, 1 Leonina 26637-569 Souza / AL",69658-168,1308.0,15.0,2021-03-15 17:13:43 UTC,0.0097,38900.41623477661,57310.9,18410.483765223387,1070.9231853345404,45.0,4.0,Aprovada,Joana,Rodrigues,erodrigues@example.net,480.756.921-01,1968-05-21,"Esplanada de Almeida, 720 Manacas 89334474 Cardoso de Cunha / MT",92472266,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1340,637,Amanda,Peixoto,acunha@example.net,PF,2017-03-05 16:46:00 UTC,298.014.675-76,1986-11-22,"Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",09777905,1797.0,54.0,2018-03-10 00:49:24 UTC,0.0128,81512.82155441785,154692.24,73179.41844558214,1611.1673325076806,82.0,6.0,Enviada,João Gabriel,Sales,emanuella17@example.net,784.290.531-23,1985-04-23,"Ladeira de Viana, 1 Conjunto Capitão Eduardo 97321062 Dias / BA",16683185,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1341,637,Amanda,Peixoto,acunha@example.net,PF,2017-03-05 16:46:00 UTC,298.014.675-76,1986-11-22,"Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",09777905,1213.0,93.0,2010-08-03 01:03:08 UTC,0.0178,139806.76702179213,231570.63,91763.8629782079,8737.216154571273,19.0,1.0,Aprovada,Yuri,Silveira,barbarapereira@example.net,395.814.270-23,1980-09-09,"Campo de Silveira, 36 Bernadete 75409639 Barbosa / RN",48093646,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1342,637,Amanda,Peixoto,acunha@example.net,PF,2017-03-05 16:46:00 UTC,298.014.675-76,1986-11-22,"Distrito Peixoto, 7 Senhor Dos Passos 56541895 Souza Paulista / SC",09777905,1478.0,47.0,2014-01-15 10:08:53 UTC,0.0138,125713.56971171431,172106.2,46392.63028828569,2537.1926108793255,84.0,3.0,Validação documentos,Maitê,Correia,carlos-eduardo92@example.com,031.248.796-78,1978-10-25,"Lagoa de da Mata, 20 Silveira 49023-064 Rocha do Sul / PE",94709-044,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1343,662,Cecília,Peixoto,da-cunhagabriela@example.net,PF,2022-12-15 12:50:00 UTC,539.864.120-42,1963-02-19,"Estação Alves, 2 Estrela 93885-883 Ferreira / MA",58063933,1260.0,40.0,2012-12-10 19:58:43 UTC,0.0092,46674.14633784262,90265.84,43591.69366215738,1646.3630859459738,33.0,4.0,Enviada,Bryan,Peixoto,kgomes@example.com,047.931.256-70,1975-08-22,"Rodovia Leonardo da Cunha, 135 Ventosa 29667758 Moreira do Norte / AP",79262-228,8.0,Agência Jardins,"Av. Brg. Faria Lima, 2491 - Jardim Paulistano, São Paulo - SP, 01452-000",São Paulo,SP,2018-01-09,Física
1344,662,Cecília,Peixoto,da-cunhagabriela@example.net,PF,2022-12-15 12:50:00 UTC,539.864.120-42,1963-02-19,"Estação Alves, 2 Estrela 93885-883 Ferreira / MA",58063933,221.0,96.0,2022-11-03 00:49:59 UTC,0.0141,19232.112795646528,30765.39,11533.27720435347,366.8276155439737,96.0,3.0,Enviada,Gustavo,Martins,emilly44@example.com,790.245.683-74,1995-09-02,"Largo de das Neves, 1 Nova Esperança 60391950 Monteiro de da Rocha / CE",97215561,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1345,662,Cecília,Peixoto,da-cunhagabriela@example.net,PF,2022-12-15 12:50:00 UTC,539.864.120-42,1963-02-19,"Estação Alves, 2 Estrela 93885-883 Ferreira / MA",58063933,1557.0,66.0,2019-12-22 11:27:04 UTC,0.009,14318.609156925637,24358.26,10039.650843074362,197.4708366440434,118.0,6.0,Em análise,Lívia,Rodrigues,estherdias@example.com,953.124.067-16,1992-02-27,"Praça Novaes, 93 Sion 55659988 Souza dos Dourados / SP",73034259,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1346,662,Cecília,Peixoto,da-cunhagabriela@example.net,PF,2022-12-15 12:50:00 UTC,539.864.120-42,1963-02-19,"Estação Alves, 2 Estrela 93885-883 Ferreira / MA",58063933,354.0,28.0,2020-09-01 21:50:56 UTC,0.0151,122141.83298297766,242789.63,120647.79701702234,2752.2270028251305,74.0,4.0,Validação documentos,Alexandre,Nascimento,olivia97@example.org,719.360.824-03,1992-01-12,"Aeroporto Maria Cecília Rocha, 39 Serra Do Curral 08025-854 Cardoso da Praia / MA",42178150,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1347,748,Emilly,Peixoto,moreiraenzo@example.net,PF,2019-06-19 11:57:00 UTC,210.765.948-67,1991-07-25,"Colônia Araújo, 967 Ápia 47383-578 Carvalho / ES",85405-606,270.0,99.0,2012-06-24 06:55:49 UTC,0.0166,20623.87075829493,31283.71,10659.839241705067,709.6963894710691,40.0,0.0,Em análise,Fernando,Costela,osilveira@example.net,492.758.103-97,1963-11-24,"Praça de Duarte, 5 Santa Rosa 84418424 Cardoso de Carvalho / RO",15164977,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1348,784,Luiz Gustavo,Peixoto,peixotostella@example.com,PF,2020-07-27 12:34:00 UTC,482.036.715-35,1982-09-28,"Condomínio de Silveira, 31 Prado 21560258 Novaes das Flores / AM",45895-886,1638.0,41.0,2010-07-18 18:46:14 UTC,0.0186,154093.1670624633,224203.36,70110.19293753667,3901.087574362356,72.0,2.0,Enviada,Olivia,Costa,sabrina59@example.com,190.768.435-20,1966-01-30,"Favela Rocha, 94 Laranjeiras 92500120 Viana / GO",90019993,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1349,784,Luiz Gustavo,Peixoto,peixotostella@example.com,PF,2020-07-27 12:34:00 UTC,482.036.715-35,1982-09-28,"Condomínio de Silveira, 31 Prado 21560258 Novaes das Flores / AM",45895-886,1080.0,60.0,2017-01-06 21:21:47 UTC,0.0224,75637.69318121907,104212.88,28575.18681878093,1982.8749189807331,87.0,2.0,Em análise,Sabrina,Fernandes,pedro82@example.net,643.508.219-70,1993-09-18,"Conjunto Sofia Azevedo, 44 Ipe 31209677 Costela de Araújo / MA",24300799,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1350,784,Luiz Gustavo,Peixoto,peixotostella@example.com,PF,2020-07-27 12:34:00 UTC,482.036.715-35,1982-09-28,"Condomínio de Silveira, 31 Prado 21560258 Novaes das Flores / AM",45895-886,1631.0,44.0,2018-06-03 17:54:50 UTC,0.0178,7629.913106919616,10451.96,2822.0468930803827,199.03466768764707,65.0,6.0,Validação documentos,Bruno,da Paz,wmoura@example.org,534.062.971-61,1997-10-30,"Alameda de Aragão, 5 Monte Azul 28055-168 Jesus / SC",64363-566,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1351,797,Clarice,Peixoto,ylima@example.com,PF,2018-10-21 14:14:00 UTC,842.509.617-02,1989-07-06,"Setor de Peixoto, 3 Camponesa 2ª Seção 37361701 Campos do Oeste / PR",32349-572,379.0,10.0,2022-05-16 01:00:15 UTC,0.0186,30567.294715008917,57420.05,26852.75528499109,702.2634377677738,90.0,2.0,Aprovada,Vitor Hugo,Novaes,isisda-paz@example.org,187.053.296-12,1969-06-19,"Pátio Silveira, 48 Concórdia 02998-381 Moraes / SC",75796-270,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1352,797,Clarice,Peixoto,ylima@example.com,PF,2018-10-21 14:14:00 UTC,842.509.617-02,1989-07-06,"Setor de Peixoto, 3 Camponesa 2ª Seção 37361701 Campos do Oeste / PR",32349-572,166.0,38.0,2018-03-09 21:36:48 UTC,0.0131,29005.84095591602,51685.61,22679.76904408398,2441.144504016278,13.0,4.0,Aprovada,Luigi,Moraes,camposgiovanna@example.org,761.038.529-86,1981-02-15,"Condomínio Mirella da Conceição, 19 Petropolis 14916934 Lopes / PE",83417203,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
1353,799,Giovanna,Peixoto,moraesjuliana@example.com,PF,2021-05-24 11:29:00 UTC,463.207.815-80,1964-10-04,"Aeroporto Gonçalves, 15 Silveira 97640668 Rodrigues de Silva / AL",34250783,207.0,22.0,2022-03-21 07:33:13 UTC,0.0112,161775.66505530674,206714.34,44938.67494469326,3199.6936796374357,75.0,2.0,Aprovada,Davi Luiz,Sales,leticia48@example.org,192.058.346-70,1979-01-07,"Loteamento de Fogaça, 485 Vila Fumec 29814669 Gonçalves do Oeste / DF",60281-719,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1354,799,Giovanna,Peixoto,moraesjuliana@example.com,PF,2021-05-24 11:29:00 UTC,463.207.815-80,1964-10-04,"Aeroporto Gonçalves, 15 Silveira 97640668 Rodrigues de Silva / AL",34250783,1286.0,17.0,2011-05-14 04:54:51 UTC,0.0185,190959.71635700905,231287.71,40327.993642990936,17891.142085460688,12.0,5.0,Em análise,Larissa,Castro,asilva@example.com,137.405.962-52,1980-05-19,"Setor de Oliveira, 8 Teixeira Dias 68695-507 Costela / SC",71170-459,6.0,Agência Rio de Janeiro,"R. Sen. Dantas, 15 - Centro, Rio de Janeiro - RJ, 20031-202",Rio de Janeiro,RJ,2015-04-01,Física
1355,934,André,Peixoto,ramosisabelly@example.org,PF,2017-08-25 16:02:00 UTC,904.857.123-50,1957-12-13,Jardim Bruno da Mata Palmares 47723-078 Silva / RN,95211861,1045.0,4.0,2016-05-15 21:08:53 UTC,0.0212,180566.23559891657,239033.99,58467.75440108343,13425.47208419198,16.0,3.0,Enviada,Laís,Lopes,diaslucas@example.org,269.580.741-49,1976-10-14,"Sítio da Paz, 94 Conjunto Jatoba 59169-769 Nogueira / PA",07868885,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1356,934,André,Peixoto,ramosisabelly@example.org,PF,2017-08-25 16:02:00 UTC,904.857.123-50,1957-12-13,Jardim Bruno da Mata Palmares 47723-078 Silva / RN,95211861,492.0,23.0,2013-07-20 14:08:38 UTC,0.0195,50523.56132970261,94411.57,43888.00867029739,1590.9688631050417,50.0,0.0,Aprovada,Elisa,Fogaça,qjesus@example.net,579.816.234-64,1988-08-16,"Campo João Barros, 99 Providencia 47135-118 Melo de Lima / ES",12605284,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1357,934,André,Peixoto,ramosisabelly@example.org,PF,2017-08-25 16:02:00 UTC,904.857.123-50,1957-12-13,Jardim Bruno da Mata Palmares 47723-078 Silva / RN,95211861,1479.0,48.0,2022-04-07 00:51:09 UTC,0.01,34973.73484007577,62997.85,28024.11515992423,878.7782093915431,51.0,5.0,Aprovada,Pietra,da Mota,ianviana@example.net,452.389.017-04,1978-11-16,Trevo Bruno Azevedo Engenho Nogueira 17313-814 Porto de Goiás / RN,71636-333,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
1358,959,João Felipe,Peixoto,brendaoliveira@example.com,PF,2022-06-07 12:06:00 UTC,053.284.691-51,1943-01-10,"Trecho Almeida, 13 Colégio Batista 24122732 da Paz / SC",87123267,130.0,28.0,2013-03-29 11:26:37 UTC,0.0181,31596.572173537537,59950.75,28354.177826462463,754.8938414056951,79.0,0.0,Em análise,Alexandre,Nascimento,olivia97@example.org,719.360.824-03,1992-01-12,"Aeroporto Maria Cecília Rocha, 39 Serra Do Curral 08025-854 Cardoso da Praia / MA",42178150,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1359,969,Pietra,Peixoto,erickmoreira@example.net,PF,2020-10-18 10:41:00 UTC,398.402.715-04,1954-08-09,"Vila de Lopes, 76 João Alfredo 45515876 Carvalho de Minas / RN",62717655,1305.0,10.0,2021-04-17 22:53:35 UTC,0.0154,57348.28500051207,109760.41,52412.124999487925,3672.2875604794904,18.0,6.0,Em análise,Vitor Hugo,Novaes,isisda-paz@example.org,187.053.296-12,1969-06-19,"Pátio Silveira, 48 Concórdia 02998-381 Moraes / SC",75796-270,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1361,130,Juan,Pereira,maitepeixoto@example.com,PF,2019-11-15 10:31:00 UTC,034.912.687-96,1958-04-30,"Lago Ian Duarte, 370 Santa Amelia 04743882 Lima Grande / CE",64577-629,239.0,64.0,2021-06-17 06:07:59 UTC,0.0128,41822.958999153445,70311.97,28489.01100084656,776.2146257224731,92.0,0.0,Enviada,Ana Júlia,Jesus,thales22@example.com,265.931.407-16,1975-06-15,Travessa Araújo Flamengo 90045246 Dias / AM,85994735,7.0,Agência Digital,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2015-08-01,Digital
1362,130,Juan,Pereira,maitepeixoto@example.com,PF,2019-11-15 10:31:00 UTC,034.912.687-96,1958-04-30,"Lago Ian Duarte, 370 Santa Amelia 04743882 Lima Grande / CE",64577-629,1607.0,99.0,2020-08-29 02:35:37 UTC,0.023,14037.562240495752,19633.56,5595.997759504249,1007.005944555959,17.0,0.0,Enviada,Fernando,Costela,osilveira@example.net,492.758.103-97,1963-11-24,"Praça de Duarte, 5 Santa Rosa 84418424 Cardoso de Carvalho / RO",15164977,10.0,Agência Recife,"Av. Conselheiro Aguiar, 4432 - Boa Viagem, Recife - PE, 51021-020",Recife,PE,2021-10-09,Física
1363,130,Juan,Pereira,maitepeixoto@example.com,PF,2019-11-15 10:31:00 UTC,034.912.687-96,1958-04-30,"Lago Ian Duarte, 370 Santa Amelia 04743882 Lima Grande / CE",64577-629,796.0,27.0,2013-11-22 04:33:04 UTC,0.0245,47842.7632074382,72629.65,24786.8867925618,1498.2277053826222,63.0,6.0,Aprovada,Marcela,da Conceição,mcosta@example.com,139.467.025-70,1963-05-14,"Avenida de Campos, 513 Tres Marias 67624232 Correia / AM",66423556,3.0,Agência Campinas,"Av. Francisco Glicério, 895 - Vila Lidia, Campinas - SP, 13012-000",Campinas,SP,2012-03-04,Física
1364,164,Thiago,Pereira,ngoncalves@example.com,PF,2014-09-08 12:52:00 UTC,963.570.421-61,1978-02-17,"Largo Camila Gomes, 181 Padre Eustáquio 42431193 Jesus / PA",18900-231,549.0,76.0,2021-07-29 19:38:28 UTC,0.0243,183072.45845604604,227912.76,44840.30154395397,8129.81416853837,33.0,5.0,Enviada,Ana Júlia,Gomes,davi-luccacardoso@example.org,461.837.095-57,1985-09-13,"Viaduto Rezende, 33 Beira Linha 94699659 Fogaça do Oeste / RN",73793-541,5.0,Agência Porto Alegre,"Av. Bento Gonçalves, 1924 - Partenon, Porto Alegre - RS, 90650-000",Porto Alegre,RS,2013-12-01,Física
1365,164,Thiago,Pereira,ngoncalves@example.com,PF,2014-09-08 12:52:00 UTC,963.570.421-61,1978-02-17,"Largo Camila Gomes, 181 Padre Eustáquio 42431193 Jesus / PA",18900-231,1990.0,70.0,2011-11-18 16:38:58 UTC,0.01,44475.09622156088,77662.03,33186.93377843912,1152.5605241954152,49.0,6.0,Em análise,Paulo,Cavalcanti,silveiraalicia@example.net,805.124.379-04,1966-08-18,"Rodovia Igor Moura, 41 Atila De Paiva 22036-616 Pereira / SC",79567620,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1366,164,Thiago,Pereira,ngoncalves@example.com,PF,2014-09-08 12:52:00 UTC,963.570.421-61,1978-02-17,"Largo Camila Gomes, 181 Padre Eustáquio 42431193 Jesus / PA",18900-231,713.0,72.0,2011-11-27 08:05:50 UTC,0.0234,135970.24139641126,176825.19,40854.94860358874,21284.471622825084,7.0,6.0,Em análise,Noah,Barros,martinsmarcos-vinicius@example.net,126.749.853-64,1991-04-25,"Colônia de da Luz, 258 Vila Santo Antônio Barroquinha 53260-352 Farias / MG",57387761,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
1367,164,Thiago,Pereira,ngoncalves@example.com,PF,2014-09-08 12:52:00 UTC,963.570.421-61,1978-02-17,"Largo Camila Gomes, 181 Padre Eustáquio 42431193 Jesus / PA",18900-231,640.0,91.0,2011-05-17 15:14:39 UTC,0.0135,85703.6079567317,139655.96,53952.35204326827,1531.693664351282,105.0,0.0,Em análise,Emilly,Jesus,freitascaroline@example.com,053.126.487-44,1985-03-03,"Pátio Aragão, 171 Califórnia 42079209 da Rosa Grande / ES",95399-857,9.0,Agência Florianópolis,"Av. Jorn. Rubéns de Arruda Ramos, 1280 - Centro, Florianópolis - SC, 88015-700",Florianópolis,SC,2019-10-09,Física
1368,175,Joaquim,Pereira,gabriellysilveira@example.net,PF,2015-12-17 14:44:00 UTC,279.364.850-74,1956-08-11,Largo de Nascimento Santa Isabel 98609-522 da Cruz Verde / CE,19599-389,289.0,22.0,2013-12-17 23:03:46 UTC,0.0195,37514.32526016475,67230.7,29716.37473983525,811.47758370223,120.0,4.0,Enviada,Davi Luiz,Sales,leticia48@example.org,192.058.346-70,1979-01-07,"Loteamento de Fogaça, 485 Vila Fumec 29814669 Gonçalves do Oeste / DF",60281-719,2.0,Agência Tatuapé,"Praça Sílvio Romero, 158 - Tatuapé, São Paulo - SP, 03323-000",São Paulo,SP,2010-06-14,Física
1369,175,Joaquim,Pereira,gabriellysilveira@example.net,PF,2015-12-17 14:44:00 UTC,279.364.850-74,1956-08-11,Largo de Nascimento Santa Isabel 98609-522 da Cruz Verde / CE,19599-389,1614.0,67.0,2014-02-13 19:47:49 UTC,0.0175,162254.9318815258,228789.7,66534.76811847424,4835.633997346951,51.0,2.0,Enviada,Luiz Henrique,Lopes,davi-luiz75@example.net,538.697.210-30,1990-05-28,"Avenida Barros, 820 Vila Puc 71371716 da Paz / AM",95994401,1.0,Agência Matriz,"Av. Paulista, 1436 - Cerqueira César, São Paulo - SP, 01310-916",São Paulo,SP,2010-01-01,Física
